0.314749,0.685251
0.134830,0.865170
0.869582,0.130418
0.967891,0.032109
0.602710,0.397290
0.841478,0.158522
0.795429,0.204571
0.066667,0.933333
0.874512,0.125488
0.846985,0.153015
0.515074,0.484926
0.941558,0.058442
0.411655,0.588345
0.221752,0.778248
0.500383,0.499617
0.518948,0.481052
0.799964,0.200036
0.901959,0.098041
0.645160,0.354840
0.982926,0.017074
0.367281,0.632719
0.760897,0.239103
0.973173,0.026827
0.476769,0.523231
0.144022,0.855978
0.835655,0.164345
0.971816,0.028184
0.748175,0.251825
0.980109,0.019891
0.834717,0.165283
0.269913,0.730087
0.705432,0.294568
0.336808,0.663192
0.983042,0.016958
0.608372,0.391628
0.754701,0.245299
0.707853,0.292147
0.914526,0.085474
0.663456,0.336544
0.793480,0.206520
0.351463,0.648537
0.770836,0.229164
0.416649,0.583351
0.963413,0.036588
0.979615,0.020385
0.791735,0.208265
0.873754,0.126246
0.209190,0.790810
0.888243,0.111757
0.917976,0.082024
0.975933,0.024067
0.753602,0.246398
0.976579,0.023421
0.718240,0.281760
0.769684,0.230316
0.760912,0.239089
0.906535,0.093465
0.698659,0.301341
0.728008,0.271992
0.798106,0.201894
0.115955,0.884045
0.674964,0.325036
0.762664,0.237336
0.948591,0.051409
0.542770,0.457230
0.804986,0.195014
0.016142,0.983858
0.730590,0.269410
0.955176,0.044824
0.544691,0.455309
0.665731,0.334269
0.965112,0.034888
0.656499,0.343501
0.919716,0.080284
0.900029,0.099971
0.088310,0.911690
0.832462,0.167538
0.892350,0.107650
0.935887,0.064113
0.442841,0.557159
0.196364,0.803636
0.739231,0.260769
0.374309,0.625691
0.360633,0.639367
0.946822,0.053178
0.892471,0.107529
0.878477,0.121523
0.250091,0.749908
0.229303,0.770697
0.309187,0.690813
0.546021,0.453979
0.469156,0.530843
0.784039,0.215961
0.298630,0.701370
0.681934,0.318066
0.890906,0.109094
0.941554,0.058446
0.708510,0.291490
0.851038,0.148962
0.134294,0.865706
0.583140,0.416860
0.962070,0.037930
0.732418,0.267582
0.544721,0.455279
0.323168,0.676832
0.745121,0.254879
0.933794,0.066206
0.100897,0.899103
0.958172,0.041828
0.845049,0.154951
0.250367,0.749633
0.907930,0.092070
0.752200,0.247800
0.261412,0.738588
0.880271,0.119729
0.798670,0.201330
0.328202,0.671798
0.295182,0.704818
0.958133,0.041867
0.957501,0.042499
0.556721,0.443279
0.958921,0.041079
0.692880,0.307120
0.720609,0.279391
0.736887,0.263113
0.858927,0.141073
0.633749,0.366251
0.806582,0.193418
0.686958,0.313042
0.167824,0.832176
0.927386,0.072615
0.351995,0.648005
0.926061,0.073939
0.671724,0.328276
0.837602,0.162398
0.992326,0.007674
0.786554,0.213446
0.707321,0.292678
0.425312,0.574688
0.947421,0.052579
0.892908,0.107092
0.165652,0.834348
0.443476,0.556524
0.805024,0.194976
0.330269,0.669731
0.393143,0.606857
0.718547,0.281453
0.261144,0.738856
0.935928,0.064072
0.938353,0.061646
0.543700,0.456299
0.959895,0.040105
0.682464,0.317536
0.239353,0.760647
0.940710,0.059290
0.961064,0.038936
0.602799,0.397201
0.721890,0.278110
0.922665,0.077335
0.274321,0.725679
0.608171,0.391829
0.783629,0.216371
0.978007,0.021993
0.463188,0.536812
0.308260,0.691740
0.711094,0.288906
0.911552,0.088448
0.515632,0.484368
0.378411,0.621589
0.864620,0.135380
0.494317,0.505683
0.307185,0.692815
0.147415,0.852585
0.546988,0.453012
0.260401,0.739599
0.914733,0.085267
0.142351,0.857649
0.309333,0.690667
0.711597,0.288403
0.693435,0.306565
0.622516,0.377484
0.600969,0.399031
0.786078,0.213922
0.739718,0.260282
0.286782,0.713218
0.921720,0.078280
0.677234,0.322766
0.877422,0.122578
0.793195,0.206805
0.112757,0.887243
0.923664,0.076336
0.820608,0.179392
0.861414,0.138586
0.602578,0.397422
0.695585,0.304415
0.835267,0.164733
0.861242,0.138758
0.006818,0.993182
0.230994,0.769006
0.420176,0.579824
0.194007,0.805993
0.957024,0.042976
0.810259,0.189741
0.967427,0.032573
0.946636,0.053364
0.493645,0.506355
0.911044,0.088956
0.874670,0.125330
0.092729,0.907271
0.711460,0.288540
0.920440,0.079560
0.909324,0.090676
0.942071,0.057929
0.965593,0.034407
0.699886,0.300114
0.120040,0.879960
0.898119,0.101881
0.944783,0.055217
0.532604,0.467396
0.531687,0.468313
0.488296,0.511704
0.406417,0.593583
0.531609,0.468391
0.524974,0.475026
0.949908,0.050092
0.372394,0.627606
0.678800,0.321200
0.952723,0.047277
0.503927,0.496073
0.028285,0.971715
0.219961,0.780039
0.959652,0.040348
0.875917,0.124083
0.070978,0.929022
0.722156,0.277844
0.568345,0.431655
0.899455,0.100545
0.966942,0.033058
0.380177,0.619823
0.631621,0.368379
0.330947,0.669053
0.134295,0.865705
0.260460,0.739540
0.787961,0.212039
0.907015,0.092985
0.398404,0.601596
0.969228,0.030772
0.880575,0.119425
0.879984,0.120016
0.898561,0.101439
0.942901,0.057099
0.946420,0.053580
0.917120,0.082880
0.880989,0.119011
0.954244,0.045756
0.178446,0.821554
0.435071,0.564929
0.683925,0.316075
0.405128,0.594872
0.918993,0.081007
0.895719,0.104281
0.912237,0.087763
0.825910,0.174090
0.950778,0.049222
0.638478,0.361522
0.175857,0.824143
0.527434,0.472566
0.492970,0.507030
0.304342,0.695658
0.948091,0.051909
0.792284,0.207716
0.791969,0.208031
0.328076,0.671924
0.683448,0.316552
0.256066,0.743934
0.706629,0.293371
0.617857,0.382143
0.858996,0.141004
0.950143,0.049857
0.964094,0.035906
0.705068,0.294932
0.540037,0.459963
0.947542,0.052458
0.700871,0.299129
0.590775,0.409225
0.882260,0.117740
0.891843,0.108157
0.443491,0.556509
0.547177,0.452823
0.822036,0.177964
0.854700,0.145300
0.409258,0.590742
0.947837,0.052163
0.289069,0.710931
0.313306,0.686694
0.968108,0.031892
0.822964,0.177036
0.941376,0.058624
0.565587,0.434413
0.495758,0.504242
0.270201,0.729799
0.962297,0.037702
0.739774,0.260226
0.803133,0.196867
0.914328,0.085672
0.386328,0.613672
0.839413,0.160587
0.810517,0.189483
0.514186,0.485814
0.195861,0.804139
0.878310,0.121690
0.795156,0.204844
0.394440,0.605560
0.695421,0.304579
0.868411,0.131589
0.903900,0.096100
0.779460,0.220540
0.135462,0.864538
0.948222,0.051778
0.950402,0.049598
0.771120,0.228880
0.040691,0.959309
0.802810,0.197190
0.937234,0.062766
0.904452,0.095548
0.924485,0.075515
0.262867,0.737133
0.409357,0.590643
0.890186,0.109814
0.088702,0.911298
0.621741,0.378259
0.962941,0.037059
0.984569,0.015431
0.969016,0.030984
0.990037,0.009963
0.962414,0.037586
0.916562,0.083438
0.667115,0.332885
0.934007,0.065993
0.658586,0.341414
0.870743,0.129257
0.907676,0.092324
0.958920,0.041080
0.409514,0.590486
0.185375,0.814625
0.934986,0.065014
0.981487,0.018513
0.983868,0.016132
0.654310,0.345690
0.579222,0.420778
0.413497,0.586503
0.880819,0.119181
0.232544,0.767456
0.752233,0.247767
0.956499,0.043501
0.929205,0.070795
0.872507,0.127493
0.881678,0.118322
0.730582,0.269418
0.905513,0.094487
0.976944,0.023056
0.853678,0.146322
0.163266,0.836734
0.928431,0.071569
0.946127,0.053873
0.848991,0.151009
0.955939,0.044061
0.958250,0.041750
0.921675,0.078325
0.438088,0.561912
0.840858,0.159142
0.854795,0.145205
0.828337,0.171663
0.833834,0.166166
0.917660,0.082340
0.576197,0.423803
0.971725,0.028275
0.891748,0.108252
0.337001,0.662999
0.825625,0.174375
0.259956,0.740044
0.983719,0.016281
0.815591,0.184409
0.243852,0.756148
0.967138,0.032862
0.962254,0.037746
0.718076,0.281924
0.864491,0.135509
0.854485,0.145515
0.846542,0.153458
0.305886,0.694114
0.625239,0.374761
0.786749,0.213250
0.661665,0.338335
0.648007,0.351993
0.851055,0.148945
0.941736,0.058264
0.889510,0.110490
0.181570,0.818430
0.652986,0.347014
0.640584,0.359416
0.302344,0.697656
0.852124,0.147876
0.455349,0.544651
0.673121,0.326879
0.952173,0.047827
0.923476,0.076524
0.915299,0.084701
0.916250,0.083750
0.936331,0.063669
0.950517,0.049483
0.959723,0.040277
0.912206,0.087794
0.917997,0.082003
0.051787,0.948214
0.627190,0.372810
0.917271,0.082729
0.896387,0.103613
0.782712,0.217288
0.552229,0.447771
0.935315,0.064685
0.800831,0.199169
0.758147,0.241853
0.844915,0.155085
0.959606,0.040394
0.969065,0.030935
0.864470,0.135530
0.940381,0.059619
0.752269,0.247731
0.776065,0.223935
0.227607,0.772393
0.982283,0.017717
0.338437,0.661563
0.433318,0.566682
0.919254,0.080746
0.954347,0.045653
0.928481,0.071519
0.882604,0.117396
0.233296,0.766704
0.954588,0.045412
0.825447,0.174553
0.978413,0.021587
0.733756,0.266244
0.716648,0.283352
0.379378,0.620623
0.582352,0.417648
0.678944,0.321056
0.782050,0.217950
0.915781,0.084219
0.899666,0.100334
0.458879,0.541121
0.934645,0.065355
0.960014,0.039986
0.981574,0.018426
0.844725,0.155275
0.754793,0.245207
0.252813,0.747187
0.929394,0.070606
0.951459,0.048541
0.504145,0.495855
0.211025,0.788975
0.656714,0.343286
0.899188,0.100812
0.628243,0.371757
